loss_difference_sd,half_width,variance_inflation,retention,confidence,independent_equivalent_plots,complete_evaluation_plots,candidate_plots_at_assumed_retention,limitation
0.05,0.02,1,1,0.95,25,25,25,"Normal-approximation precision for frozen paired plot-level losses; hypothetical inputs; not power, training size, calibration adequacy, or guaranteed recruitment yield"
0.1,0.02,1,1,0.95,97,97,97,"Normal-approximation precision for frozen paired plot-level losses; hypothetical inputs; not power, training size, calibration adequacy, or guaranteed recruitment yield"
0.2,0.02,1,1,0.95,385,385,385,"Normal-approximation precision for frozen paired plot-level losses; hypothetical inputs; not power, training size, calibration adequacy, or guaranteed recruitment yield"
0.05,0.005,1.5,1,0.95,385,577,577,"Normal-approximation precision for frozen paired plot-level losses; hypothetical inputs; not power, training size, calibration adequacy, or guaranteed recruitment yield"
0.1,0.005,1.5,1,0.95,1537,2305,2305,"Normal-approximation precision for frozen paired plot-level losses; hypothetical inputs; not power, training size, calibration adequacy, or guaranteed recruitment yield"
0.2,0.005,1.5,1,0.95,6147,9220,9220,"Normal-approximation precision for frozen paired plot-level losses; hypothetical inputs; not power, training size, calibration adequacy, or guaranteed recruitment yield"
0.05,0.01,1.5,1,0.95,97,145,145,"Normal-approximation precision for frozen paired plot-level losses; hypothetical inputs; not power, training size, calibration adequacy, or guaranteed recruitment yield"
0.1,0.01,1.5,1,0.95,385,577,577,"Normal-approximation precision for frozen paired plot-level losses; hypothetical inputs; not power, training size, calibration adequacy, or guaranteed recruitment yield"
0.2,0.01,1.5,1,0.95,1537,2305,2305,"Normal-approximation precision for frozen paired plot-level losses; hypothetical inputs; not power, training size, calibration adequacy, or guaranteed recruitment yield"
0.05,0.02,1.5,1,0.95,25,37,37,"Normal-approximation precision for frozen paired plot-level losses; hypothetical inputs; not power, training size, calibration adequacy, or guaranteed recruitment yield"
0.1,0.02,1.5,1,0.95,97,145,145,"Normal-approximation precision for frozen paired plot-level losses; hypothetical inputs; not power, training size, calibration adequacy, or guaranteed recruitment yield"
0.2,0.02,1.5,1,0.95,385,577,577,"Normal-approximation precision for frozen paired plot-level losses; hypothetical inputs; not power, training size, calibration adequacy, or guaranteed recruitment yield"
0.05,0.005,2,1,0.95,385,769,769,"Normal-approximation precision for frozen paired plot-level losses; hypothetical inputs; not power, training size, calibration adequacy, or guaranteed recruitment yield"
0.1,0.005,2,1,0.95,1537,3074,3074,"Normal-approximation precision for frozen paired plot-level losses; hypothetical inputs; not power, training size, calibration adequacy, or guaranteed recruitment yield"
0.2,0.005,2,1,0.95,6147,12293,12293,"Normal-approximation precision for frozen paired plot-level losses; hypothetical inputs; not power, training size, calibration adequacy, or guaranteed recruitment yield"
0.05,0.01,2,1,0.95,97,193,193,"Normal-approximation precision for frozen paired plot-level losses; hypothetical inputs; not power, training size, calibration adequacy, or guaranteed recruitment yield"
0.1,0.01,2,1,0.95,385,769,769,"Normal-approximation precision for frozen paired plot-level losses; hypothetical inputs; not power, training size, calibration adequacy, or guaranteed recruitment yield"
0.2,0.01,2,1,0.95,1537,3074,3074,"Normal-approximation precision for frozen paired plot-level losses; hypothetical inputs; not power, training size, calibration adequacy, or guaranteed recruitment yield"
0.05,0.02,2,1,0.95,25,49,49,"Normal-approximation precision for frozen paired plot-level losses; hypothetical inputs; not power, training size, calibration adequacy, or guaranteed recruitment yield"
0.1,0.02,2,1,0.95,97,193,193,"Normal-approximation precision for frozen paired plot-level losses; hypothetical inputs; not power, training size, calibration adequacy, or guaranteed recruitment yield"
0.2,0.02,2,1,0.95,385,769,769,"Normal-approximation precision for frozen paired plot-level losses; hypothetical inputs; not power, training size, calibration adequacy, or guaranteed recruitment yield"
