observations,target_total,target_prevalence,requested_fraction,capacity,realized_fraction,expected_targets,expected_non_targets,selected_target_fraction,target_capture_fraction,random_expected_targets,extra_targets_vs_random,deterministic_targets,deterministic_selected_physical_plots,minimum_targets_over_cutoff_ties,maximum_targets_over_cutoff_ties,cutoff_score,cutoff_tied_mass,cutoff_tied_selected,tie_rule,objective,policy,population,assessment,limitation
922,100,0.10845986984815618,0.25,230,0.24945770065075923,61.57142857142857,168.42857142857144,0.2677018633540373,0.6157142857142857,24.945770065075923,36.62565850635265,61,227,61,63,31,7,2,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Count per sampled coverage,All eligible pairs,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
922,100,0.10845986984815618,0.25,230,0.24945770065075923,34.88536155202822,195.11463844797177,0.15167548500881836,0.3488536155202822,24.945770065075923,9.939591486952299,34,230,0,86,1,567,230,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Sapling presence,All eligible pairs,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
922,100,0.10845986984815618,0.25,230,0.24945770065075923,59,171,0.2565217391304348,0.59,24.945770065075923,34.05422993492408,59,230,59,59,0.1694371069462776,1,1,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Count model,All eligible pairs,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
922,100,0.10845986984815618,0.25,230,0.24945770065075923,60,170,0.2608695652173913,0.6,24.945770065075923,35.05422993492408,60,230,60,60,0.1712724635472183,1,1,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Maple-stage model,All eligible pairs,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
922,100,0.10845986984815618,0.5,461,0.5,50,411,0.10845986984815618,0.5,50,0,NA,NA,0,100,0,922,461,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Random expectation,All eligible pairs,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
922,100,0.10845986984815618,0.5,461,0.5,91,370,0.19739696312364424,0.91,50,41,91,458,91,91,6,24,24,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Raw seedling count,All eligible pairs,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
922,100,0.10845986984815618,0.5,461,0.5,88,373,0.19088937093275488,0.88,50,38,88,458,88,88,7,14,14,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Count per sampled coverage,All eligible pairs,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
922,100,0.10845986984815618,0.5,461,0.5,69.92239858906525,391.07760141093473,0.15167548500881833,0.6992239858906525,50,19.922398589065253,71,458,0,86,1,567,461,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Sapling presence,All eligible pairs,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
922,100,0.10845986984815618,0.5,461,0.5,92,369,0.19956616052060738,0.92,50,42,92,459,92,92,0.0616491858081499,1,1,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Count model,All eligible pairs,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
922,100,0.10845986984815618,0.5,461,0.5,91,370,0.19739696312364424,0.91,50,41,91,459,91,91,0.05920696864962256,1,1,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Maple-stage model,All eligible pairs,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,572,0.8511904761904762,0.1,67,0.09970238095238096,57.029761904761905,9.970238095238095,0.8511904761904762,0.09970238095238096,57.029761904761905,0,NA,NA,0,67,0,672,67,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,No recorded entry,Random expectation,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,572,0.8511904761904762,0.1,67,0.09970238095238096,66.1829268292683,0.8170731707317032,0.9878048780487806,0.11570441753368584,57.029761904761905,9.153164924506392,66,67,66,67,-1,82,67,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,No recorded entry,Raw seedling count,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,572,0.8511904761904762,0.1,67,0.09970238095238096,66,1,0.9850746268656716,0.11538461538461539,57.029761904761905,8.970238095238095,66,67,66,66,-1.3333333333333333,12,11,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,No recorded entry,Count per sampled coverage,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,572,0.8511904761904762,0.1,67,0.09970238095238096,62.51196172248804,4.488038277511961,0.9330143540669856,0.10928664636798609,57.029761904761905,5.4821998177261335,63,66,53,67,-0,209,67,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,No recorded entry,Sapling presence,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,572,0.8511904761904762,0.1,67,0.09970238095238096,65,2,0.9701492537313433,0.11363636363636363,57.029761904761905,7.970238095238095,65,67,65,65,-0.043683342698386765,2,1,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,No recorded entry,Count model,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,572,0.8511904761904762,0.1,67,0.09970238095238096,67,0,1,0.11713286713286714,57.029761904761905,9.970238095238095,67,66,67,67,-0.02688459147746539,1,1,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,No recorded entry,Maple-stage model,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,572,0.8511904761904762,0.25,168,0.25,143,25,0.8511904761904762,0.25,143,0,NA,NA,68,168,0,672,168,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,No recorded entry,Random expectation,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,572,0.8511904761904762,0.25,168,0.25,162,6,0.9642857142857143,0.28321678321678323,143,19,162,168,160,163,-4,33,11,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,No recorded entry,Raw seedling count,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,572,0.8511904761904762,0.25,168,0.25,161.05263157894737,6.94736842105263,0.9586466165413534,0.28156054471843944,143,18.05263157894737,161,168,161,162,-4,38,37,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,No recorded entry,Count per sampled coverage,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,572,0.8511904761904762,0.25,168,0.25,156.74641148325358,11.253588516746419,0.9330143540669856,0.274032187907786,143,13.746411483253581,155,166,154,168,-0,209,168,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,No recorded entry,Sapling presence,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,572,0.8511904761904762,0.25,168,0.25,161,7,0.9583333333333334,0.28146853146853146,143,18,161,168,161,161,-0.0637823110119545,6,6,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,No recorded entry,Count model,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,572,0.8511904761904762,0.25,168,0.25,163,5,0.9702380952380952,0.28496503496503495,143,20,163,167,163,163,-0.059907997524762606,1,1,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,No recorded entry,Maple-stage model,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,572,0.8511904761904762,0.5,336,0.5,286,50,0.8511904761904762,0.5,286,0,NA,NA,236,336,0,672,336,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,No recorded entry,Random expectation,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,572,0.8511904761904762,0.5,336,0.5,319.2307692307692,16.769230769230774,0.950091575091575,0.5580957504034427,286,33.230769230769226,318,335,318,320,-14,13,5,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,No recorded entry,Raw seedling count,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,572,0.8511904761904762,0.5,336,0.5,314.4,21.600000000000023,0.9357142857142856,0.5496503496503496,286,28.399999999999977,315,336,312,315,-16,15,3,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,No recorded entry,Count per sampled coverage,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,572,0.8511904761904762,0.5,336,0.5,298.41036717062633,37.58963282937367,0.8881260927697212,0.5216964461024935,286,12.41036717062633,298,333,236,322,-1,463,127,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,No recorded entry,Sapling presence,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,572,0.8511904761904762,0.5,336,0.5,317.3333333333333,18.666666666666686,0.9444444444444444,0.5547785547785548,286,31.333333333333314,318,335,317,318,-0.12509631688304024,3,2,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,No recorded entry,Count model,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,572,0.8511904761904762,0.5,336,0.5,313,23,0.9315476190476191,0.5472027972027972,286,27,313,335,313,313,-0.12071850150135623,1,1,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,No recorded entry,Maple-stage model,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,100,0.1488095238095238,0.1,67,0.09970238095238096,9.970238095238095,57.029761904761905,0.1488095238095238,0.09970238095238095,9.970238095238095,0,NA,NA,0,67,0,672,67,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Random expectation,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,100,0.1488095238095238,0.1,67,0.09970238095238096,19.75,47.25,0.2947761194029851,0.1975,9.970238095238095,9.779761904761905,20,67,19,20,86,4,3,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Raw seedling count,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,100,0.1488095238095238,0.1,67,0.09970238095238096,18,49,0.26865671641791045,0.18,9.970238095238095,8.029761904761905,18,67,18,18,91,1,1,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Count per sampled coverage,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,100,0.1488095238095238,0.1,67,0.09970238095238096,12.444924406047516,54.55507559395248,0.18574514038876888,0.12444924406047515,9.970238095238095,2.474686310809421,10,67,0,67,1,463,67,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Sapling presence,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,100,0.1488095238095238,0.1,67,0.09970238095238096,16,51,0.23880597014925373,0.16,9.970238095238095,6.029761904761905,16,67,16,16,0.29168873004039675,1,1,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Count model,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,100,0.1488095238095238,0.1,67,0.09970238095238096,21,46,0.31343283582089554,0.21,9.970238095238095,11.029761904761905,21,67,21,21,0.30908552557469426,1,1,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Maple-stage model,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,100,0.1488095238095238,0.25,168,0.25,25,143,0.1488095238095238,0.25,25,0,NA,NA,0,100,0,672,168,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Random expectation,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,100,0.1488095238095238,0.25,168,0.25,41,127,0.24404761904761904,0.41,25,16,41,168,41,41,44,7,7,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Raw seedling count,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,100,0.1488095238095238,0.25,168,0.25,44,124,0.2619047619047619,0.44,25,19,44,167,44,44,46,1,1,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Count per sampled coverage,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,100,0.1488095238095238,0.25,168,0.25,31.205183585313176,136.79481641468684,0.1857451403887689,0.31205183585313173,25,6.205183585313176,32,168,0,86,1,463,168,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Sapling presence,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,100,0.1488095238095238,0.25,168,0.25,43,125,0.25595238095238093,0.43,25,18,43,168,43,43,0.21559693007219285,2,2,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Count model,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,100,0.1488095238095238,0.25,168,0.25,46,122,0.27380952380952384,0.46,25,21,46,168,46,46,0.22173828587315203,1,1,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Maple-stage model,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,100,0.1488095238095238,0.5,336,0.5,50,286,0.1488095238095238,0.5,50,0,NA,NA,0,100,0,672,336,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Random expectation,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,100,0.1488095238095238,0.5,336,0.5,83.23076923076923,252.76923076923077,0.2477106227106227,0.8323076923076923,50,33.230769230769226,84,335,82,84,14,13,8,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Raw seedling count,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,100,0.1488095238095238,0.5,336,0.5,78.4,257.6,0.23333333333333334,0.784,50,28.400000000000006,78,333,76,79,16,15,12,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Count per sampled coverage,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,100,0.1488095238095238,0.5,336,0.5,62.41036717062635,273.58963282937367,0.1857451403887689,0.6241036717062635,50,12.410367170626351,61,335,0,86,1,463,336,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Sapling presence,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,100,0.1488095238095238,0.5,336,0.5,81.33333333333333,254.66666666666669,0.24206349206349204,0.8133333333333332,50,31.33333333333333,81,336,81,82,0.12509631688304024,3,1,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Count model,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
672,100,0.1488095238095238,0.5,336,0.5,77,259,0.22916666666666666,0.77,50,27,77,336,77,77,0.12089688758313487,1,1,Expected uniform allocation within cutoff ties; deterministic source-key ordering also retained,Recorded entry,Maple-stage model,Baseline seedlings detected,County held out; common seven-year scoring interval,Observed outcomes retain their actual variable intervals; no seven-year probability validation
